path,line,tags,text
docs/research_plan/2026-09-14_current_state_and_next_steps.md,102,next,最後のコミットで選ばれていた直近の実行範囲は、3日・22 kHz・無雑音・300 epoch・XAI有効である。保存結果もこの条件と一致する。したがって、直前には「修正した評価方法が代表条件で機能し、どんな結論が得られるか」を見て、その結果を確認・整理するところまで進んでいた、と解釈できる。次に何をするかを厳密に指定した9月8日以後の指示文は確認できないため、以下は既存計画と今回の結果から組み立てた推奨順序である。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,106,method,| 1 | 最新基準で結果を固定する | 9/3後処理105条件と9/8再実行3条件、旧・新inner holdoutの区別 | 閾値、評価単位、学習条件、主張可能範囲を表にできる |
docs/research_plan/2026-09-14_current_state_and_next_steps.md,111,next,| 6 | 単体モデルと統合方法を最終比較する | 複数seed、校正、元WAVを分けた重み学習、必要なら残差補正 | 最良単体との差と不確実性が分かり、改善しない場合も結論にできる |
docs/research_plan/2026-09-14_current_state_and_next_steps.md,117,method,最終比較で主に見るモデルは、8月のRF中心案を固定せず、現在強いCNN＋Transformerも含めて選び直す。ResNet50・VGG16を戻す案、Guided Grad-CAM追加、複雑なgateは、最新結果を確認する作業より先に必須とする根拠はない。全条件の再学習を先に増やすより、代表条件でONB失敗とXAI不整合を確認し、その後にノイズ条件や新しい統合方式へ広げる方が、現在残っている研究上の問いに直接答えられる。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,119,next,先生に相談する際は、①当面のONB成果を測定点・熱流束差でまとめ、秒単位検知は同期データ取得後へ分けてよいか、②ONB前後の細かい刻み・同熱流束の反復録音・新しい実験日のどれを優先して確保するか、③アンサンブルの成否より、成立条件と物理的に妥当な根拠を修士研究の中心としてよいか、の3点が具体的である。いずれも既存の研究方針とつながっており、新手法を増やすための相談より、次の実験設計を決める相談になる。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,127,old_execution;next,[^3]: [2026-09-02 selected log architecture](../../experiments/2026-09-02_selected_log_architecture/README.md)。56/105条件の旧スナップショット。最新全範囲ではなく、旧inner holdoutの主張可否は9/8の監査基準が優先する。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,131,method;next,[^7]: [ノイズ増加で精度が上がる現象の調査結論](2026-08-17_noise_accuracy_reversal_investigation.md)、2026-08-17。特にP0診断、固定ノイズ統制、clean transfer。本文の学部R²/AUC表は後日の資料と表記差があるため、本メモではその旧数値を引用していない。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,134,method,[^10]: [ONB閾値と原資料パス](../../code/utils/experiment/onb_thresholds.py)。原資料は各実験日の `実験結果<実験名>/<実験名>.txt` にある `heat flux of nucleate_boiling start` 行。3ファイルを実読し報告値を確認。
docs/research_plan/2026-09-14_current_state_and_next_steps.md,138,method,[^14]: [RF説明性・Guided Grad-CAM・アンサンブル再設計の総合評価](2026-08-30_treeshap_guided_gradcam_ensemble_recovery_assessment.md)、[研究の着地点とXAI・アンサンブル評価](2026-08-28_research_landing_xai_ensemble_assessment.md)。将来候補を記した資料であり、RF優位などの当時の前提は最新結果と分けて参照。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../research_status.md)、更新関係は[文書案内](../document_index.md)を参照してください。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,7,next,2026年9月14日の方針確認では、モデル比較、ノイズ生成の修正、元WAVを分離する学習・検証、log-power入力への改善、chunkと元WAVの両評価の整備までを完了済みの前提とした。今後はこれらの作業をやり直す計画へ戻さず、現在の基盤で結果を出し、次の研究課題へ進む。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,9,old_execution,今週の発表では、現行ONBコードの全対象条件を実行し、ノイズ強度を変えたときの予測性能と説明性の出力を示す。対象は明示的な選択により、2025.06.11と2025.06.18の2実験日、5周波数上限、7ノイズ条件、合計70条件とする。07.09は今回は有効化しない。学習の起動はコード修正の完了後に本人が行う。今回の作業では学習を起動していない。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,28,method,"    ""metrics"": [""r2"", ""roc_auc_cont"", ""auc_binary""],"
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,36,method,R²のほかにAUCを2種類出す。`roc_auc_cont` は予測熱流束を連続スコアとして使うROC-AUC、`auc_binary` は予測を閾値で二値化した卒論互換の参考値である。図の縦軸名とファイル名でも区別する。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,46,method,    chunk_fold_mean_roc_auc_cont.png / .pdf / .csv
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,47,method,    chunk_fold_mean_auc_binary.png / .pdf / .csv
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,49,method,    wav_median_roc_auc_cont.png / .pdf / .csv
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,50,method,    wav_median_auc_binary.png / .pdf / .csv
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,57,old_claim,未知条件への評価は**今回は未実装**であり、次の案を検討してから実装の可否を決める。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,88,method,`leave_one_day_out` では、対象実験日を順番にテスト側へ回す。3日指定なら2日で学習・1日で評価、2日指定なら1日で学習・もう1日で評価する。現在の `run.folds` は日内GroupKFold用とし、日ごとの外側分割数は指定した実験日数から決める。PCA、目的変数scaler、重みの選択は学習日に閉じ、テスト日の正解は指標計算だけに使う。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,90,method,ONB判定の正解には評価対象日の出典付き閾値を使う。これは保存データに対する研究上の評価であり、未知の実験日に事前情報なしで閾値を決定できたという意味ではない。実運用の閾値決定は別の研究課題として区別する。
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,96,old_execution,今回の検証は作図用5件を含む24テスト、実データ7ノイズ条件からの6図出力、70条件の存在確認である。一般化評価のコード追加、本学習、説明手法の変更は行っていない。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,3,old_execution;next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../research_status.md)、更新関係は[文書案内](../document_index.md)を参照してください。 本文の6条件・3方式は当日の保存試行です。その後の現行設定は7条件・2方式へ変更されました。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,9,old_execution,直近の試行は06.11の1実験日、3 kHzと22 kHz、無雑音・reference SNR 0・−20の6条件で、300 epochs・元WAV分離3-foldの評価と説明性出力が保存されていた。保存時のrun hashは `a85021`。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,11,old_execution,現在のONB設定もこの6条件であり、本人が試行用に絞った選択を維持した。当初の発表用70条件へ戻す場合は、06.18、5/10/15 kHz、−4/−8/−12/−16を有効にする。07.09は追加していない。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,13,old_execution;method,保存時の主方式はsimple_equalだが、現在の主方式はinner_holdoutで、作図はallに設定されている。保存結果にはsimple_equal・prediction_max・inner_holdoutの全方式が含まれているため、主方式の表示選択だけの変更を理由に再学習しないよう照合する。現在の6条件では、学習関数と配列読込関数を呼ぶと例外になる検証を行い、全条件が完了済みとして再利用されることを確認した。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,27,method,      prediction_max/
docs/research_plan/2026-09-14_result_layout_and_generalization.md,28,method,      inner_holdout/
docs/research_plan/2026-09-14_result_layout_and_generalization.md,36,method,各ノイズの評価完了時に、同じ周波数の保存済み指標を集めて曲線を更新する。各方式で単体3モデルとアンサンブルの4本を表示する。chunk/WAVの2単位、R²・連続ROC-AUC・二値化後AUCの3指標を分ける。現在のall設定では、2周波数×3方式×2単位×3指標＝36図を、それぞれPNG・PDF・数値CSVで保存した。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,60,method,既定値は従来方式。別日評価を使う場合は `data.experiment_names` に2日以上が必要で、1日しか有効でなければ学習前に具体的なエラーを出す。2日指定なら一方で学習・他方で評価し、役割を交換する。3日なら2日で学習・1日で評価する。`run.folds` は日内GroupKFold用で、別日評価では評価日ごとに1分割となる。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,66,method,別日評価のONB指標には評価対象日の登録済み閾値を用いる。これは未知日に自動でONB閾値を決める機能を実装したという意味ではない。評価ラベルで重みを決めるval_fold_legacyは一般化評価で使用できない。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,81,next,chunkと元WAVの評価は4方針すべてで同じ予測から保存する。別日評価の1日分から日間の標準誤差は推定できないため、ノイズ曲線には誤差棒を付けない。従来の汎用集計CSVでは単一foldのSE欄は0になるが、これは不確かさが0という意味ではない。日間のばらつきは複数の評価日の結果を使って今後評価する。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,92,method,| inner_holdoutアンサンブル | 0.9596 | 0.9298 | 0.9390 |
docs/research_plan/2026-09-14_result_layout_and_generalization.md,96,method,3 kHz・22 kHzのWAV中央値による連続ROC-AUCは、単体3モデルとinner_holdoutの全点で1.0。一方、二値化後AUCには0.9375と1.0の差がある。前者は正例・負例の予測順位、後者は登録閾値で二値化した判定に対応するため、R²低下や閾値近傍の誤判定と両立する。AUCが水平なことを作図不具合とは判断しない。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,105,old_execution,- 実際の06.11/06.18・全70条件のmetadataで、4方針の分割とノイズ間対応を確認した。両日18 WAVで、全評価chunkは各条件で一度ずつ評価側へ割り当てられる。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,106,old_execution,- 保存済み6条件は学習・配列読込0回で再開し、新保存先へ36図を出力して目視確認した。
docs/research_plan/2026-09-14_result_layout_and_generalization.md,108,old_execution,検証記録・見本は [experiments/2026-09-14_generalization_and_layout](../../experiments/2026-09-14_generalization_and_layout/README.md)。実研究データでの一般化評価の本学習、300 epochの再学習、70条件の本実行は今回起動していない。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,1,next,# 本人が目指す修士研究の結論と、その確かめ方
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,3,next,記録日: **2026-09-15**。この日の本人の明示指示を記録する。AIが新たに決めた目標ではなく、今後の研究判断で参照する本人の希望・研究仮説。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,7,next,- 学部研究で得た「ノイズの増加に伴って予測・検知性能は基本的に低下するが、アンサンブルによって低下を抑えられる」という結論を、修士研究でも発展させたい。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,9,next,- 理想の結論は、**単体モデルの異なる特徴利用・誤りを組み合わせることで、ノイズに対する性能低下を抑え、アンサンブルがノイズ耐性の強化に有効であると示すこと**。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,32,next,これは学部の観察を残し、主張の適用条件を明確にする進め方。学部の絶対値や有意性を現行評価の証拠として無条件に引き継ぐこととは分ける。希望する結論を仮説として持つことと、結果を確定事項として扱うことも分ける。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,34,method,今回の3 kHzでは、CNN＋Transformerに対する強ノイズ下の統合効果を支持する結果が得られた。一方、RFの横ばい、AUCで劣化しない例、22 kHzでの回復があり、普遍的な単調劣化や全指標での統合優位は未確認。[今回の分析と図表](../../experiments/2026-09-15_onb_frequency_comparison/analysis.md)を根拠とする。
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,36,next,## 今後の判断の原則
docs/research_plan/2026-09-18_xai_progress_brief.md,9,method,> 学部で観察したノイズによる劣化とアンサンブルによる劣化抑制が、どの条件で成立するかを調べている。3 kHzではCNNのR²が概ね低下し、inner holdoutは5/7条件で最良単体を上回った。22 kHzにも劣化と補完があるが、途中の回復が大きい。RFは両帯域でほぼ横ばいであり、帯域内SNRとマスク依存の違いが手がかりとなった。一方、回帰の統合改善はONB検知の改善と一致せず、IGの不整合も両帯域に残る。今回の結果と原因を確かめるための比較を分けて報告する。
docs/research_plan/2026-09-18_xai_progress_brief.md,16,method,| 2 | [卒論と現在のchunk R²・二値AUC](../../experiments/2026-09-15_onb_frequency_comparison/chunk_comparison/thesis_chunk_comparison.png) | 指標定義・集計を揃えても曲線は異なる。分割・モデル・データ・ノイズ定義は変わっている |
docs/research_plan/2026-09-18_xai_progress_brief.md,20,method,| 6 | [説明性の役割と検算](../../experiments/2026-09-15_onb_frequency_comparison/analysis.md) §6 | SHAPはPCA成分、IGは予測差、CAMは粗い局在。IGは420/420で不整合。安定した画像と数値的な正しさは別 |
docs/research_plan/2026-09-18_xai_progress_brief.md,21,old_claim;next,| 7 | 結論・相談 | 劣化抑制は条件付きで支持。回復の原因は未確定。複数seed・clean転送・共通周波数grid、IG少数例の収束、新実験の順序を相談 |
docs/research_plan/2026-09-18_xai_progress_brief.md,33,method;next,> 1実験日・22 kHzの7ノイズ条件について、予測性能と説明性を整理した。CNN＋Transformerは多くの条件で高精度で、統合が改善する条件もあった。説明性ではRFの2–5 kHzへの依存が一貫し、深層モデルは異なる帯域依存を示した。一方、IGには数値整合性の課題が残るため、今回は共通マスクと診断を中心に、結果から言えることと今後確認することを分けて報告する。
docs/research_plan/2026-09-18_xai_progress_brief.md,41,next,- 各ノイズで学習して同じ条件で評価。別日・未知ノイズの一般化は今後の課題。
docs/research_plan/2026-09-18_xai_progress_brief.md,83,method,| IG | 210/210例で相対不一致0.05超 | 寄与量の解釈は未確定 |
docs/research_plan/2026-09-18_xai_progress_brief.md,89,next,### 6. 結論と発表後の相談
docs/research_plan/2026-09-18_xai_progress_brief.md,92,method,- 深層モデルのマスク応答とIGの整合性は追加検証が必要。
docs/research_plan/2026-09-18_xai_progress_brief.md,93,method,- ONBについては全35組でROC-AUC=1.0でも、32組が最初の点を見逃す。
docs/research_plan/2026_annual_plan.md,1,next,# 2026年度の研究目標と年間計画
docs/research_plan/2026_annual_plan.md,5,next,## 目標の根拠と優先関係
docs/research_plan/2026_annual_plan.md,7,next,| 根拠 | 読み取れる本人の目標・方針 |
docs/research_plan/2026_annual_plan.md,15,old_claim,8/28・8/30のAI作成メモにある「RFを主軸」「ONBを副評価へ」「モデル候補を大量追加」は、その時点の結果からの**提案**である。本人の最新希望や研究指導計画に代わる確定方針として扱わない。過去スレッド本文を直接照会した記録はなく、ローカル文書・原資料・Git履歴を参照した。
docs/research_plan/2026_annual_plan.md,19,next,### 修論へ向けて優先して揃える成果（提案）
docs/research_plan/2026_annual_plan.md,24,next,- 日内評価と条件変更時の評価を分け、検証した範囲で結論を出す。
docs/research_plan/2026_annual_plan.md,32,next,アンサンブルが単体より安定することも検証対象に残す。ただし、改善を必ず得るという結論を先に置かず、精度・ONB性能・ノイズ下の安定性のどこに効果があるかを調べる。
docs/research_plan/2026_annual_plan.md,47,method,| 9/1〜9/14（実績） | 105条件、WAV評価・ONB閾値・inner分割の修正、代表再実行、一般化4方針の実装 | 保存済み結果と検証記録。本実験による一般化は残る |
docs/research_plan/2026_annual_plan.md,62,next,3. 同一条件の独立反復、新しい日、異なるサブクール度/細線条件の優先順位。
docs/research_plan/2026_annual_plan.md,63,next,4. アンサンブルの評価目標。全域RMSE、ONB見逃し、ノイズ下安定性のどれを改善対象にするか。
docs/research_plan/2026_annual_plan.md,70,next,研究背景・ONBの問い → データと評価設計 → 3モデルの回帰/ONB結果 → 説明性と物理的解釈 → 条件変更・追加実験 → アンサンブルの効果と限界 → 結論。
docs/research_status.md,1,next,# 研究の現在地と次にすること
docs/research_status.md,9,next,**本人が9月15日に指定した優先順位**:
docs/research_status.md,17,next,**本人の追加希望**: 学部で観察した「ノイズで基本的に性能が低下し、統合で低下を抑えられる」という結論を修士研究で発展させたい。全帯域で同じ傾向でも異なる傾向でも、その原因を説明したい。[本人の背景・理想の結論・検証方針](research_plan/2026-09-15_master_thesis_hypothesis.md)に記録した。今回の比較は本人の回答により完了済み06.11の2帯域に限定し、進行中runは対象外。
docs/research_status.md,24,method,| 現在の統合方式 | `simple_equal` と `inner_holdout`、主表示は後者 | `prediction_max` は9/14最終コミットで削除済み。過去CSVの値だけ残る |
docs/research_status.md,27,old_execution,| 9/14試行 | 06.11、3/22 kHz、無雑音・reference SNR 0/−20 | **6条件出力済み**。過去runとの比較用。最新7条件と数値を混ぜない |
docs/research_status.md,28,method,| 9/8再実行 | 3実験日、22 kHz、無雑音 | **3条件出力済み**。修正閾値・元WAV分離inner holdout・WAV評価・XAI |
docs/research_status.md,30,old_execution,| 9/2記録 | 56/105条件完了のスナップショット | 過去の中断記録。「残り49条件を今から再開する」という意味ではない |
docs/research_status.md,31,old_execution,| 9/14時点の発表用計画 | 06.11/06.18×5周波数×7ノイズ | **70条件への拡張計画**。修正後の70条件完了は未確認。金曜の準備を止める前提条件にはしない |
docs/research_status.md,44,method,| 評価 | 元WAV分離、修正ONB閾値、chunk/WAV両評価、ONB測定点遷移 | 秒単位の早期検知、近傍の独立反復、運用時の閾値 |
docs/research_status.md,45,method,| 説明性 | TreeSHAP、IG、Grad-CAM、共通帯域/時間マスク、安定性・最終層ランダム化を出力 | IG整合性、モデル間比較、物理現象との対応 |
docs/research_status.md,55,method,- **回帰改善とONB改善は別**。両帯域70組すべてでWAV連続ROC-AUC=1・誤警報0。3 kHzは31/35、22 kHzは32/35で最初のONB点を見逃す。3 kHzの両統合方式は全ノイズで見逃す。二値AUCは0.9375または1。卒論とAUC定義・chunk集計を揃えても傾向の差は残る。
docs/research_status.md,56,old_claim,- **周波数差の具体的な手がかり**。54区間の元波形診断でreference −20時の帯域内SNR中央値は2–3 kHzで+4.05 dB、10–15 kHzで−35.18 dB。3/22 kHzを共に224列へ変換するため、帯域と画像上の模様の細かさが同時に変わる。22 kHz回復のモデル内部の原因は未確定。
docs/research_status.md,58,old_claim;method,- **IGは両帯域420/420例で数値不一致**。生powerのゼロbaseline・64分割積分・log変換の組合せが原因候補。原因確定・修正は未実施。TreeSHAP再構成の絶対誤差中央値は3 kHzで0.249、22 kHzで0.262 W/m²。
docs/research_status.md,71,old_claim;method,| 4 | **集計済み**: IG・TreeSHAPの整合性、安定性、ランダム化 | 数値整合、摂動への安定、モデルへの依存を分離。IGの原因確定・修正は残る |
docs/research_status.md,80,next,2. **新しい実験の準備と予約**: ONB前後の細かい刻み、同条件の独立反復、新しい実験日を優先候補にする。設備や可能日程は本人・先生と決める。
docs/research_status.md,82,method,4. **XAIの信頼性と帯域の役割を詰める**: IG整合性を確認し、共通周波数gridの帯域保持/除去・再学習を必要な範囲で行う。
docs/storage_cleanup_2026-06-22.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](research_status.md)、更新関係は[文書案内](document_index.md)を参照してください。 削除済みの履歴であり、現在のデータを削除する指示ではありません。
experiments/2026-06-15_alexnet_ensemble_smoke.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-15_alexnet_ensemble_smoke.md,11,method,- `cnntf_v1`: CNN+Transformer + AttentionPooling。前回の500 epoch実行では、CNN+Transformer系の中でR2、RMSE、ROC-AUC、PR-AUC、F1が高かった。
experiments/2026-06-15_alexnet_ensemble_smoke.md,33,method,| model | R2 | RMSE all | MAE all | RMSE ONB | ROC-AUC cont | PR-AUC cont | Accuracy | Precision | Recall | F1 |
experiments/2026-06-15_rf_3models_baseline.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-15_rf_3models_baseline.md,20,method,"- 分割: `KFold(n_splits=5, shuffle=True, random_state=42)`"
experiments/2026-06-15_rf_3models_baseline.md,33,method,| model | R2 | RMSE all | MAE all | RMSE ONB | ROC-AUC cont | PR-AUC cont | Accuracy | Precision | Recall | F1 |
experiments/2026-06-15_rf_3models_baseline.md,42,method,- RF単体は通常設定で完走し、同一条件内ランダムKFoldでは全体R2と連続スコアAUCが高い。
experiments/2026-06-15_rf_3models_baseline.md,44,method,- 単純平均アンサンブルは、連続スコアROC-AUC/PR-AUCではRF単体とほぼ同等だが、R2、RMSE、Recall、F1はRF単体より悪化した。
experiments/2026-06-15_rf_3models_baseline.md,50,method,- 現状はno_noiseのみ、かつランダムKFoldであり、汎化性能や高ノイズ頑健性は未確認。
experiments/2026-06-15_rf_3models_baseline.md,51,method,- 単純平均では弱いモデルの影響を受けるため、固定重み、RF重視重み、inner_holdout重みを比較する必要がある。
experiments/2026-06-15_rf_3models_baseline.md,54,next,## 次に試すこと
experiments/2026-06-15_rf_3models_baseline.md,57,method,- `WEIGHT_STRATEGY=inner_holdout` を試し、検証foldを見ない重み決定で改善するか確認する。
experiments/2026-06-15_rf_3models_baseline.md,69,next,この実験の3モデル構成は `rf / cnntf_v1 / cnntf_v2` だったが、`cnntf_v2` は全体性能が弱く、`cnntf_v1` とモデル種別も近かった。そのため、現在の実行構成は `rf / cnntf_v1 / alexnet` に変更した。今後の固定重み例は、旧 `cnntf_v2` ではなく `alexnet` に読み替える。
experiments/2026-06-16_parameter_tuning_summary.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-16_parameter_tuning_summary.md,12,next,- Aggregation rule: use the latest complete result for each `parameter_set`; ignore the interrupted partial `20260615_ep500_k_lr0p00005_bs32_simple_3m`.
experiments/2026-06-16_parameter_tuning_summary.md,16,method,| target | best condition | R2 | RMSE all | RMSE ONB | ROC-AUC cont | F1 |
experiments/2026-06-16_parameter_tuning_summary.md,29,method,| ensemble setting | R2 | RMSE all | RMSE ONB | ROC-AUC cont | F1 |
experiments/2026-06-17_legacy_val_fold_analysis.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-17_legacy_val_fold_analysis.md,18,method,| model | R2 | RMSE all | RMSE ONB | AUC binary | ROC-AUC cont | F1 |
experiments/2026-06-17_legacy_val_fold_analysis.md,41,method,"- RandomForest remains the strongest model for heat-flux regression in this condition. It has the best R2, RMSE all, RMSE ONB, binary AUC, and F1."
experiments/2026-06-17_legacy_val_fold_analysis.md,43,method,"- The ensemble ROC-AUC continuous is almost identical to RF and slightly higher numerically (`0.9690` vs `0.9688`), but regression and binary detection metrics are lower than RF. This means the ranking of boiling/non-boiling samples is preserved, while thresholded heat-flux accuracy is not improved."
experiments/2026-06-29_cnn_transformer_axis_compare.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_cnn_transformer_axis_compare.md,34,next,   軸だけでは説明できず、学習設定、出力スケール、EarlyStopping、モデル容量、または旧構造との差を次に調べる。
experiments/2026-06-29_cnn_transformer_timefix_compare.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_cnn_transformer_timefix_compare.md,50,next,- parameter set: `lr0p0001_bs48`
experiments/2026-06-29_cnn_transformer_timefix_compare.md,55,method,- ROC-AUC continuous: `0.9821`
experiments/2026-06-29_cnn_transformer_timefix_compare.md,56,method,- PR-AUC continuous: `0.9902`
experiments/2026-06-29_cnn_transformer_timefix_compare.md,62,next,- parameter set: `lr0p0001_bs64`
experiments/2026-06-29_cnn_transformer_timefix_compare.md,70,next,"- `lr0p0001_bs48`: R2 `-5.0092`, RMSE `580957.4432`"
experiments/2026-06-29_cnn_transformer_timefix_compare.md,71,next,"- `lr0p0001_bs64`: R2 `-45.7033`, RMSE `1446782.0786`"
experiments/2026-06-29_conformer_cleanup.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_conformer_full_evaluation.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_conformer_full_evaluation.md,41,method,| model | R2 | RMSE all | MAE all | ONB RMSE | ROC-AUC cont | PR-AUC cont | F1 |
experiments/2026-06-29_conformer_full_evaluation.md,47,method,| fold | R2 | RMSE all | ONB RMSE | AUC binary | ROC-AUC cont | F1 |
experiments/2026-06-29_conformer_full_evaluation.md,97,method,  ROC-AUC and PR-AUC are high.
experiments/2026-06-29_conformer_full_evaluation.md,119,method,4. ROC-AUC / PR-AUC continuous
experiments/2026-06-29_v2_pooling_legacy_compare.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_v2_pooling_legacy_compare.md,36,next,   モデル構造よりも、学習条件、出力スケール、EarlyStopping、またはラベル/入力前処理側を優先して調べる。
experiments/2026-06-29_v2_pooling_legacy_compare.md,40,method,"ROC-AUCやPR-AUCが高くても、予測値の絶対スケールがずれるとONB閾値判定は崩れる。結果を見るときは `R2`, `RMSE`, `ONB RMSE`, `pred positive rate`, fold間の予測スケールを合わせて確認する。"
experiments/2026-06-29_v2d256_confirm.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_v2d256_confirm.md,42,method,| parameter_set | R2 | RMSE all | MAE all | ONB RMSE | ROC-AUC cont | PR-AUC cont | F1 |
experiments/2026-06-29_v2d256_confirm.md,44,next,| `lr0p0001_bs48` | 0.7111 | 140314.1 | 107467.4 | 48112.3 | 0.9788 | 0.9887 | 0.7471 |
experiments/2026-06-29_v2d256_confirm.md,45,next,| `lr0p0001_bs64` | 0.7737 | 126715.5 | 99832.5 | 74002.5 | 0.9751 | 0.9872 | 0.8237 |
experiments/2026-06-29_v2d256_v1_lrbs_compare.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../docs/research_status.md)、更新関係は[文書案内](../docs/document_index.md)を参照してください。
experiments/2026-06-29_v2d256_v1_lrbs_compare.md,44,method,| parameter_set | R2 | RMSE all | MAE all | ONB RMSE | ROC-AUC cont | PR-AUC cont | F1 |
